Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
CNG,Waste Management - Norton Hauling,100 Hill St,,Norton,MA,02766,,,E,,Private,,,,B,3600,,,,,,,200-9,41.951097,-71.1434,2023-12-13,50262,2024-08-27 18:49:17 UTC,P,,,2014-01-22,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,B,3600,HD,,,,,,,,,,,HD,,
ELEC,PEOPLESBANK EV STATION 1,330 Whitney Ave,,Holyoke,MA,01040,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.169074,-72.64656,2025-11-08,50483,2025-11-08 01:28:36 UTC,,,,2012-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Milford Nissan,320 E Main St,,Milford,MA,01757,,888-474-8603,E,,Public - Call ahead,24 hours daily,,,,,,2,1,,Non-Networked,,200-9,42.151933,-71.49534,2024-02-12,50831,2025-02-12 00:16:32 UTC,P,,,2012-03-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Kitchen Associates,76 Leominster Rd,,Sterling,MA,01564,,978-422-3322,E,,Public,24 hours daily; for customer use only,,,,,,1,,,Non-Networked,,GPS,42.447366,-71.750743,2025-01-13,51534,2025-02-12 00:16:32 UTC,P,,,2013-04-01,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,BIG Y FOODS NORTHAMPTON,138 N King St,Located in Parking Lot in front of BIG Y,Northampton,MA,01060,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.34054,-72.64216,2025-11-08,51978,2025-11-08 01:33:27 UTC,,,,2013-05-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Chapman Davis Parking Lot,51 Chapman St,"Located in the parking lot between Chapman and Davis streets, on Chapman side of lot.",Greenfield,MA,01301,,413-772-1412,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,42.589292,-72.602897,2023-12-13,52053,2024-01-31 22:07:01 UTC,LG,,,2013-01-01,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Greenfield City Hall,14 Court Square,Located in the parking lot behind town hall,Greenfield,MA,01301,,413-772-1412,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,42.587554,-72.601296,2024-01-09,52054,2024-01-31 22:07:01 UTC,LG,,,2016-09-29,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
CNG,Clean Energy - ABC Disposal,1069 Shawmut Ave,,New Bedford,MA,02746,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy D FleetOne FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,41.662033,-70.949338,2025-09-12,52687,2025-09-12 21:23:31 UTC,P,,,2014-04-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,FLEET_GARAGE,1,NONE,,,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,,
LPG,County Energy Products,8 Emerson Ave,Located behind Dunkin Donuts,Chelmsford,MA,01824,,978-250-5855,E,,Public,"6am-6pm M-F, 8am-4pm Sat",Cash D M V Wright_Exp,,,,,,,,,,200-9,42.603512,-71.344342,2024-11-06,52871,2025-10-24 12:37:47 UTC,P,,,2013-09-12,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,ACME,,,,,,,,false,,,,,,,,HD,,
CNG,Massachusetts Bay Transportation Authority Arborway - Boston MA,3550 Washington St,,Boston,MA,02130,,,E,,Private,,,,Q,3600,,,,,,,200-9,42.303856,-71.109589,2024-11-06,52997,2025-05-06 20:48:07 UTC,LG,,,2013-09-01,,HD,,,,US,,,,Privé,,private,,,MUNI_GOV,1,,2800,,,,,,,,,Q,3600,HD,,,,,,,,,,,HD,,
CNG,Massachusetts Bay Transportation Authority Cabot Yard - Boston MA,275 Dorchester Ave,,Boston,MA,02127,,,E,,Private,,,,Q,3600,,,,,,,200-8,42.338197,-71.057123,2024-11-06,52998,2025-05-06 20:48:07 UTC,LG,,,2013-09-01,,HD,,,,US,,,,Privé,,private,,,MUNI_GOV,1,,2800,,,,,,,,,Q,3600,HD,,,,,,,,,,,HD,,
ELEC,TUFTS U. DOWLING HALL,419 Boston Ave,1st Floor Garage,Medford,MA,02155,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.408809,-71.118457,2025-11-08,53091,2025-11-08 01:16:15 UTC,,,,2013-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BRANDEIS ADMISSIONS LOT,Loop Rd,at the Schlossberg lot and Shapiro admissions,Waltham,MA,02453,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.364399,-71.259886,2025-11-08,53093,2025-11-08 01:17:03 UTC,,,,2013-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PEOPLESBANK 300 KING ST,300 King St,,Northampton,MA,01060,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.333019,-72.635767,2025-11-08,53419,2025-11-08 01:28:40 UTC,,,,2013-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,STATION 800 TECHSQGRG4,800 Technology Sq.,Located on groung floor North West Corner,Cambridge,MA,02139,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.364906,-71.09234,2025-11-08,55674,2025-11-08 01:16:25 UTC,,,,2014-01-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Athol Public Library,568 Main St,,Athol,MA,01331,,978-249-9515,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,200-9,42.594042,-72.228514,2024-12-10,61317,2025-02-12 00:16:32 UTC,P,,,2014-02-01,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,CITY LOWELL MA EARLY NEW,135 Middlesex St,On lower deck of parking garage. Space 29/30,Lowell,MA,01852,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.641816,-71.310149,2025-11-08,62201,2025-11-08 01:21:40 UTC,,,,2014-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LELD LIBRARY 2,35 Shattuck St,,Littleton,MA,01460,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.542697,-71.481031,2025-11-08,62769,2025-11-08 01:17:39 UTC,,,,2014-08-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
LPG,Atlantic Oaks Campground,3700 State Hwy,,Eastham,MA,02642,,508-255-1437,E,,Public,9am-5pm daily,Cash D M V,,,,,,,,,,200-9,41.845605,-69.983464,2023-10-12,63315,2025-10-24 14:26:31 UTC,P,,,2012-01-01,,,true,,,US,,,,Public,,public,,,CAMPGROUND,,,,,,,,,ACME,,,,,,,,false,,,,,,,,HD,,
ELEC,York Ford,1481 Broadway,,Saugus,MA,01096,,,E,,Private,Service center use only,,,,,,2,,,Non-Networked,,GPS,42.456219,-71.024859,2024-12-10,63609,2025-02-12 00:16:32 UTC,P,,,2014-10-01,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Acton Ford,76 Powdermill Rd,,Acton,MA,01720,,978-897-7000,E,,Public,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,42.441386,-71.430141,2024-01-09,63614,2024-01-31 22:07:01 UTC,P,,,2014-09-01,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Standard Parking,100 Cambridge St,,Boston,MA,02114,,617-523-0928,E,,Public,Garage business hours,,,,,,2,,,Non-Networked,,200-9,42.359957,-71.062137,2023-02-13,63990,2023-02-14 15:54:11 UTC,P,,,2014-08-01,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,RMLD ADI WOB STA6 NG,804 Woburn St,"Stations are located in a monitored lot on the northwest side of the Analog Devices, Inc. campus.",Wilmington,MA,01887,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.530541,-71.149336,2025-11-08,65005,2025-11-08 01:20:49 UTC,,,,2015-01-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Cichy's Garage,5 Main St,,Williamsburg,MA,01096,,413-268-7901,E,,Public,24 hours daily,,,,,,4,,,AMPUP,https://ampup.io,200-9,42.39264,-72.729866,2022-10-11,65681,2023-11-16 19:26:50 UTC,P,,,2014-06-01,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
LPG,Norwood Bottled Gas,305 Boston Providence Hwy,,Norwood,MA,02062,,781-762-2331,E,,Public,"8am-6pm M-Sat, 10am-6pm Sun",A Cash Checks D Debit M V,,,,,,,,,,200-9,42.200689,-71.187782,2024-11-06,66870,2025-10-24 13:32:45 UTC,P,,,2015-04-29,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,ACME,,,,,,,,false,,,,,,,,HD,,
ELEC,BUMC-BMC 610 ALBANY 4,610 Albany St,Enter gararge on BioSquare Dr. Station on 1st level west of entrance,Boston,MA,02118,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.33593,-71.067034,2025-11-08,67371,2025-11-08 01:17:26 UTC,,,,2015-05-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Town of Needham,470 Dedham Ave,,Needham,MA,02492,,,E,,Private,Town vehicle use only,,,,,,2,,,Non-Networked,,200-9,42.272277,-71.222118,2024-10-11,68429,2025-02-12 00:16:32 UTC,LG,,,2015-04-30,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,City of Gloucester - City Hall Annex,3 Pond Rd,,Gloucester,MA,01930,,978-325-5230,E,,Public,24 hours daily; 4 hour limit,,,,,,3,,,Non-Networked,,200-9,42.629952,-70.640756,2023-11-09,68430,2025-11-07 17:19:46 UTC,LG,,,2015-05-05,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,MD,false,
CNG,Alternative Vehicle Service Group - Worcester,20 Quinsigamond Ave,I-90 W to Exit 10A to Route 146 E to Quinsigamond Ave,Worcester,MA,01608,,617-242-8755,E,,Public - Credit card at all times,24 hours daily,M PHH V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,42.251305,-71.805502,2025-08-12,70126,2025-08-12 16:54:10 UTC,P,,,2017-09-20,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,NONE,1000,37000,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,,
ELEC,ARSENAL YARDS PURPLE ROOF,45 Bond St.,Purple Garage,Watertown,MA,02472,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.362359,-71.159371,2025-11-08,71856,2025-11-08 01:28:36 UTC,,,,2015-12-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Bank of New York Mellon,135 Santilli Hwy,,Everett,MA,02149,,,E,,Private,Employee use only,,,,,,2,,,Non-Networked,,200-9,42.40477,-71.070124,2023-02-13,72012,2023-02-14 15:54:11 UTC,P,,,2015-01-01,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Tufts Health Plan,705 Mt. Auburn St,,Watertown,MA,02472,,,E,,Private,Employee use only,,,,,,8,,,Non-Networked,,200-9,42.371893,-71.154018,2024-10-11,72370,2025-02-12 00:16:32 UTC,P,,,2014-08-01,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,National Grid - Brockton,100 E Ashland St,,Brockton,MA,02302,,,E,,Private,Employee use only,,,,,,2,,,Non-Networked,,200-9,42.095649,-71.015181,2024-01-09,73235,2024-01-31 22:07:01 UTC,T,,,2016-01-01,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,true,
ELEC,National Grid - Hopedale,245 S Main St,,Hopedale,MA,01747,,,E,,Private,Employee use only,,,,,,8,,,ChargePoint Network,https://www.chargepoint.com,200-9,42.116787,-71.512595,2024-01-09,73237,2024-01-31 22:07:01 UTC,P,,,2016-01-01,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,National Grid - Leominster,164 Viscoloid Ave,,Leominster,MA,01453,,,E,,Private,Employee use only,,,,,,4,,,Non-Networked,,200-9,42.518874,-71.740495,2024-01-09,73238,2024-01-31 22:07:01 UTC,P,,,2016-01-01,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,true,
ELEC,Harvard University,52 Oxford St,,Cambridge,MA,02138,,,E,,Private,Employee use only,,,,,,10,,,Non-Networked,,200-9,42.377123,-71.115733,2025-01-13,73239,2025-02-12 00:16:32 UTC,P,,,2015-04-01,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,CITY LOWELL MA JOE DOWNES,75 John St,,Lowell,MA,01852,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.646535,-71.307917,2025-11-08,74329,2025-11-08 01:00:38 UTC,,,,2016-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Barnstable Town Hall,367 Main St,In the parking lot next to Town Hall,Barnstable,MA,02601,,508-862-4000,E,,Public,8am-4:30pm daily,,,,,,2,,,Non-Networked,,GPS,41.65131889165286,-70.28379099571941,2024-01-09,75012,2025-10-27 18:57:23 UTC,LG,,,2013-11-01,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,NONE,false,,,,,,,,LD,false,
ELEC,Barnstable High School,744 W Main St,In front of the main entrance to the school,Barnstable,MA,02601,,508-862-4985,E,,Public,8am-4:30pm daily,,,,,,2,,,Non-Networked,,GPS,41.65382765222594,-70.32124583048106,2024-01-09,75013,2025-10-27 18:57:23 UTC,LG,,,2012-11-30,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Cape Cod Regional Transit,215 Iyannough Rd,,Hyannis,MA,02601,,508-775-8504,E,,Public,24 hours daily; pay lot,,,,,,2,,,Non-Networked,,200-8,41.66061,-70.27778,2025-01-13,75014,2025-02-12 00:16:32 UTC,SG,,,2013-11-01,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Natick Center,29 Pond St,,Natick,MA,01760,,508-647-6555,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,42.282933,-71.349126,2023-02-13,76530,2025-11-07 20:14:07 UTC,LG,,,2015-01-01,,,,,J1772,US,,,,Public,,public,,,PAY_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Town of Barnstable - Social Security Office,259 N St,In the parking lot on the side closest to the side road connecting the lot to Bassett Lane,Hyannis,MA,02601,,866-467-0440,E,,Public,8am-4:30pm daily,,,,,,2,,,Non-Networked,,GPS,41.6509070481379,-70.29057047210513,2024-01-09,78275,2025-10-27 18:57:23 UTC,LG,,,2012-11-30,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Town of Barnstable - Senior Center,825 Falmouth Rd,,Hyannis,MA,02601,,508-862-4750,E,,Public,8am-4:30pm daily,,,,,,2,,,Non-Networked,,200-8,41.65954,-70.31616,2023-12-13,78276,2025-10-27 18:57:23 UTC,LG,,,2015-04-17,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Revere City Hall,281 Broadway,Broadway at Pleasant Street,Revere,MA,02151,,,E,,Private,,,,,,,4,,,Non-Networked,,200-9,42.407851,-71.013106,2023-02-13,78663,2025-09-10 17:52:43 UTC,LG,,,2016-09-01,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Massachusetts Department of Environmental Protection - Southeast Region Main Office,20 Riverside Dr,Located at the rear of the building,Lakeville,MA,02347,,508-946-2700,E,,Public,24 hours daily; priority given to state vehicles,,,,,,1,,,Non-Networked,,200-9,41.876114,-70.921574,2023-12-13,78665,2024-01-31 22:07:01 UTC,LG,,,2015-10-01,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,Gary Rome Hyundai,150 Whiting Farms Rd,,Holyoke,MA,01040,,413-536-4328,E,,Public,"Dealership business hours, see service center for access",,,,,,2,,,Non-Networked,,200-9,42.181605,-72.636166,2023-02-13,80999,2025-10-31 15:49:03 UTC,P,,,2016-09-01,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,100 CLARENDON STATION 3,100 Clarendon St,,Boston,MA,02116,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.347597,-71.073954,2025-11-08,82264,2025-11-08 01:17:00 UTC,,,,2017-04-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,North Station Garage,121 Nashua St,,Boston,MA,02114,,617-222-3042,E,,Public,Garage business hours; pay lot,,,,,,4,,,Non-Networked,,200-8,42.36758,-71.065477,2024-01-09,82461,2025-10-02 19:58:26 UTC,P,,,2016-06-01,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,The Soundings Resort,79 Chase Ave,,Dennis,MA,02639,,508-394-6561,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,41.655972,-70.119368,2023-01-10,82463,2025-10-14 15:38:15 UTC,P,,,2017-02-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,City Yard,237-335 Liberty St,,New Bedford,MA,02740,,,E,,Private,Employee use only,,,,,,8,,,Non-Networked,,GPS,41.642131,-70.943461,2024-10-11,85842,2025-02-12 00:16:32 UTC,P,,,2015-07-01,,,,,J1772,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Department of Public Infrastructure,1105 Shawmut Ave,,New Bedford,MA,02746,,,E,,Private,Employee use only,,,,,,3,1,,Non-Networked,,GPS,41.663264,-70.951362,2024-10-11,85843,2025-02-12 00:16:32 UTC,P,,,2017-02-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,true,
ELEC,School Public Facilities,265 Parker St,,New Bedford,MA,02740,,,E,,Private,Employee use only,,,,,,3,,,Non-Networked,,GPS,41.64319,-70.94336,2024-10-11,85844,2025-02-12 00:16:32 UTC,P,,,2017-02-01,,,,,J1772,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Kelly Nissan,95 Cedar St,,Woburn,MA,01801,,781-835-3500,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,200-9,42.499069,-71.119302,2024-02-12,85963,2025-02-12 00:16:32 UTC,P,,,2017-03-01,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Walden Pond State Reservation,915 Walden St,Located near Lincoln and Concord,Concord,MA,01742,,978-369-3254,E,,Public - Call ahead,Hours vary seasonally; pay lot,,,,,,4,,,Non-Networked,,200-9,42.440458,-71.334515,2023-11-09,86863,2024-01-31 22:07:01 UTC,SG,,,2016-09-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,PARK,,,,,,,Free,,,,,,,,,SOLAR,false,,,,,,,,LD,false,
ELEC,Harvard University,1230 Soldiers Field Rd,,Allston,MA,02163,,,E,,Private,Employee use only,,,,,,2,,,Non-Networked,,GPS,42.3638794,-71.1363167,2025-01-13,87838,2025-02-12 00:16:32 UTC,P,,,2015-04-02,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Harvard University,10 Everett St,,Cambridge,MA,02128,,,E,,Private,Employee use only,,,,,,11,,,Non-Networked,,200-8,42.379954,-71.118918,2025-01-13,87839,2025-02-12 00:16:32 UTC,P,,,2015-04-03,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Harvard University,7 Felton St,,Cambridge,MA,02128,,,E,,Private,Employee use only,,,,,,14,,,Non-Networked,,200-8,42.374023,-71.112703,2025-01-13,87840,2025-02-12 00:16:32 UTC,P,,,2015-04-04,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Harvard University,1 Western Ave,,Allston,MA,02163,,,E,,Private,Employee use only,,,,,,16,,,Non-Networked,,200-8,42.364162,-71.118297,2025-01-13,87841,2025-02-12 00:16:32 UTC,P,,,2020-01-01,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Harvard University,159 Banks St,,Cambridge,MA,02128,,,E,,Private,Employee use only,,,,,,2,,,Non-Networked,,200-8,42.367208,-71.114734,2025-01-13,87842,2025-02-12 00:16:32 UTC,P,,,2015-04-06,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Harvard University,5 Cowperthwaite St,,Cambridge,MA,02128,,,E,,Private,Employee use only,,,,,,4,,,Non-Networked,,200-9,42.368953,-71.115156,2025-01-13,87843,2025-02-12 00:16:32 UTC,P,,,2015-04-07,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Harvard University,10 Akron St,,Cambridge,MA,02128,,,E,,Private,Employee use only,,,,,,13,,,Non-Networked,,200-9,42.365629,-71.115394,2025-01-13,87844,2025-02-12 00:16:32 UTC,P,,,2015-04-08,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Harvard University,125 Western Ave,,Allston,MA,02163,,,E,,Private,Employee use only,,,,,,8,,,Non-Networked,,200-9,42.364028,-71.124074,2025-01-13,87845,2025-02-12 00:16:32 UTC,P,,,2015-04-09,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Harvard University,230 Western Ave,,Allston,MA,02163,,,E,,Private,Employee use only,,,,,,4,,,Non-Networked,,200-9,42.362936,-71.131848,2025-01-13,87846,2025-02-12 00:16:32 UTC,P,,,2015-04-10,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Harvard University,25 Travis St,,Allston,MA,02163,,,E,,Private,Employee use only,,,,,,4,,,Non-Networked,,200-9,42.362247,-71.128979,2025-01-13,87847,2025-02-12 00:16:32 UTC,P,,,2015-04-11,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,,true,
ELEC,UMASS AMHERST LOT 71 L2 LEFT,300 Massachusetts Ave Lot 71,"Lot 71, Southwest Corner of lot",Amherst,MA,01003,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.385111,-72.527866,2025-11-08,88785,2025-11-08 01:14:07 UTC,,,,2017-12-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Winchester High School,80 Skillings Rd,,Winchester,MA,01890,,781-265-9730,E,,Public,"4pm-12am M-F, 6 am-12am Sat-Sun",,,,,,2,,,AMPUP,https://ampup.io,200-9,42.455926,-71.135222,2023-01-10,91902,2025-11-07 15:58:50 UTC,LG,,,2017-11-15,,,,,J1772,US,,,,Public,,public,,,SCHOOL,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
